,Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHICAL,Unnamed: 18,GEOGRAPHIC
138,kor,lav,16.21,6,24,0.114177259,6475,3276,1.9764957264957264,0.268650981,0.465899158,0.1792429756131941,1.0,0.6758,0.6254,0.0,0.5508,0.3666,0.3462,0.2813
139,kor,heb,8.55,28,2,0.115500837,5725,3276,1.7475579975579976,0.117344567,0.465899158,0.5597031662689154,1.0,0.6547,0.7191,0.7798,0.6657,0.4099,0.396,0.3097
140,kor,ukr,15.16,13,17,0.112828709,5090,3276,1.5537240537240538,0.31926283,0.465899158,0.0990602232113709,1.0,0.6453,0.6581,0.309,0.4994,0.3932,0.4144,0.2988
141,kor,ind,11.24,27,3,0.119096971,5036,3276,1.537240537240537,0.197096308,0.465899158,0.3328770752351244,1.0,0.6391,0.6552,0.813,0.6658,0.2665,0.3967,0.2106
142,kor,dan,13.52,22,8,0.107908998,4947,3276,1.51007326007326,0.203165045,0.465899158,0.3180160785780253,1.0,0.6506,0.6692,0.3105,0.562,0.41,0.4046,0.3098
143,kor,swe,15.54,10,20,0.114377045,4807,3276,1.4673382173382172,0.193727962,0.465899158,0.3412718543789162,1.0,0.6011,0.6311,0.2818,0.3913,0.374,0.4318,0.2862
144,kor,zho,16.68,4,26,0.109956796,4497,3276,1.3727106227106227,0.178585916,0.465899158,0.3803009709638579,1.0,0.5145,0.5975,0.8294,0.6659,1.0,0.2132,0.0436
145,est,ces,47.94,5,25,0.184067066,114304,2737,41.76251370113263,0.091965586,0.323237952,0.5119208212568355,0.9744,0.4126,0.4884,0.3146,0.3215,0.0591,0.42,0.0506
146,est,rus,46.5,8,22,0.1566883919999999,55398,2737,20.240409207161125,0.123916395,0.323237952,0.3802452950952518,0.9791,0.4507,0.4976,0.4383,0.3213,0.1505,0.2941,0.1182
147,est,nor,51.58,3,27,0.204613185,34170,2737,12.48447204968944,0.106159434,0.323237952,0.4510129406743042,0.9766,0.3641,0.4353,0.2969,0.5095,0.0359,0.16,0.0342
148,est,spa,40.93,17,13,0.174181668,31546,2737,11.525758129338692,0.0791871859999999,0.323237952,0.5700535535715152,0.9638,0.4531,0.4736,0.17,0.4713,0.1347,0.5111,0.1129
149,est,kor,16.7,29,1,0.1469725969999999,30426,2737,11.116550968213373,0.294432976,0.323237952,0.0079412769556886,0.9896,0.6679,0.6306,0.4383,0.5509,0.3622,0.4041,0.2754
150,est,pol,42.9,15,15,0.153054055,22646,2737,8.274022652539276,0.223329008,0.323237952,0.0955353379893279,0.9766,0.412,0.4885,0.2954,0.3214,0.0447,0.227,0.0382
151,est,nld,44.48,12,18,0.168875536,19452,2737,7.107051516258678,0.133302703,0.323237952,0.3452760447024556,0.9687,0.4325,0.5077,0.3076,0.5502,0.0693,0.1319,0.0608
152,est,por,40.02,22,8,0.1680759819999999,19763,2737,7.220679576178298,0.095460698,0.323237952,0.496564894342052,0.9654,0.3694,0.4806,0.3143,0.3216,0.1341,0.2962,0.1126
153,est,lat,28.26,26,4,0.025828023,17140,2737,6.262331019364267,0.158874645,0.323237952,0.258562208426816,0.9766,0.5388,0.5418,0.3672,0.3214,0.1043,0.4197,0.0869
154,est,fra,40.64,19,11,0.190584644,16032,2737,5.857508220679576,0.118520741,0.323237952,0.4011104896084247,0.9638,0.418,0.53,0.5652,0.5853,0.093,0.5119,0.0798
155,est,deu,46.6,7,23,0.16654956,14613,2737,5.339057362075265,0.187631727,0.323237952,0.1760007666606915,0.9744,0.4153,0.4449,0.5373,0.4629,0.0691,0.4632,0.0591
156,est,hin,32.07,24,6,0.103263635,14963,2737,5.466934599926927,0.060393443,0.323237952,0.6612308758881671,0.9724,0.459,0.4785,0.5389,0.3076,0.2818,0.4156,0.218
157,est,cat,40.56,20,10,0.187895234,14832,2737,5.419071976616734,0.074013319,0.323237952,0.5944799850352049,0.967,0.4009,0.4866,0.3297,0.307,0.1185,0.2803,0.0996
158,est,ita,41.28,16,14,0.1726067889999999,13685,2737,5.0,0.102554534,0.323237952,0.4661167510778185,0.9687,0.4644,0.5452,0.3152,0.3216,0.098,0.4669,0.0819
159,est,eng,44.7,11,19,0.1939282339999999,14545,2737,5.31421264157837,0.0961556319999999,0.323237952,0.4935395402835118,0.9687,0.3752,0.471,0.4383,0.4849,0.0814,0.4768,0.0711
160,est,fin,59.45,1,29,0.253822111,13581,2737,4.96200219218122,0.302519355,0.323237952,0.004108430957602,0.9819,0.3362,0.3482,0.4383,0.5506,0.0298,0.0338,0.0245
161,est,bul,43.49,13,17,0.14958932,10022,2737,3.661673364998173,0.201446082,0.323237952,0.1419684708315342,0.9744,0.4294,0.4363,0.2945,0.3215,0.0902,0.3803,0.0733
162,est,slv,46.1,9,21,0.1766287889999999,9290,2737,3.3942272561198394,0.237767323,0.323237952,0.0699180177653316,0.9766,0.3661,0.4577,0.3124,0.3074,0.0785,0.4817,0.066
163,est,slk,40.66,18,12,0.150001211,9543,2737,3.486664230909755,0.261917468,0.323237952,0.0359887245328721,0.9766,0.393,0.4024,0.1292,0.1252,0.0625,0.4573,0.0523
164,est,ron,40.37,21,9,0.169117825,8795,2737,3.2133723054439165,0.167303215,0.323237952,0.2327239348879406,0.9705,0.4595,0.4673,0.2925,0.3074,0.0732,0.4796,0.0596
165,est,hrv,45.23,10,20,0.167688319,7832,2737,2.8615272195834858,0.216688845,0.323237952,0.1086563058187053,0.9724,0.4405,0.4706,0.304,0.3226,0.0822,0.1037,0.0686
166,est,ara,22.2,28,2,0.097036804,6984,2737,2.5516989404457435,0.1033986809999999,0.323237952,0.4625576389534783,0.9744,0.6136,0.6093,0.1085,0.0646,1.0,0.4802,0.1526
167,est,lav,55.3,2,28,0.1720495239999999,6475,2737,2.3657289002557547,0.268650981,0.323237952,0.0285189347479161,0.9819,0.3728,0.3812,0.4383,0.0118,0.0157,0.0998,0.012
168,est,heb,24.32,27,3,0.148717079,5725,2737,2.091706247716478,0.117344567,0.323237952,0.4057327779573904,0.9724,0.4567,0.5687,0.5248,0.3073,0.1644,0.3702,0.1313
169,est,ukr,43.28,14,16,0.153659778,5090,2737,1.8597004018998904,0.31926283,0.323237952,0.0001512363652728,0.9766,0.4031,0.4469,0.2939,0.3214,0.0634,0.361,0.0515
170,est,ind,31.23,25,5,0.1645143309999999,5036,2737,1.8399707709170623,0.197096308,0.323237952,0.1522903135203473,0.9705,0.451,0.4861,0.542,0.3076,0.5264,0.0229,0.3764
171,est,dan,47.27,6,24,0.160492332,4947,2737,1.8074534161490683,0.203165045,0.323237952,0.1379892827961402,0.9744,0.3582,0.4612,0.1372,0.0628,0.048,0.4928,0.0434
172,est,swe,49.56,4,26,0.138904368,4807,2737,1.7563025210084031,0.193727962,0.323237952,0.1605320851444971,0.9744,0.3947,0.5046,0.2977,0.6292,0.0153,0.284,0.0172
173,est,zho,35.17,23,7,0.141254573,4497,2737,1.6430398246255025,0.178585916,0.323237952,0.2002647019729475,0.9791,0.6074,0.6647,0.5643,0.3077,1.0,0.2687,0.2471
174,pol,ces,81.75,1,29,0.338503344,114304,2827,40.43296781039972,0.091965586,0.3456103679999999,0.5386148709186046,0.4788,0.4156,0.4894,0.0776,0.0067,0.0165,0.3728,0.0137
175,pol,rus,76.8,4,26,0.182107023,55398,2827,19.59603820304209,0.123916395,0.3456103679999999,0.4114662779854123,0.5319,0.4518,0.4586,0.2966,0.0072,0.1763,0.2372,0.1425
176,pol,nor,62.61,15,15,0.227675585,34170,2827,12.087018040325434,0.106159434,0.3456103679999999,0.4800202357354206,0.8718,0.4732,0.5388,0.0103,0.704,0.0526,0.2971,0.0434
177,pol,spa,66.28,10,20,0.213586957,31546,2827,11.158825610187478,0.0791871859999999,0.3456103679999999,0.5942517878522839,0.9176,0.4668,0.4929,0.4353,0.4991,0.0984,0.4826,0.0807
178,pol,kor,16.61,29,1,0.17027592,30426,2827,10.762645914396888,0.294432976,0.3456103679999999,0.0219271797124992,1.0,0.5729,0.6013,0.2966,0.4993,0.3976,0.2833,0.3018
179,pol,est,61.86,17,13,0.2,23460,2827,8.298549699327909,0.221928097,0.3456103679999999,0.1280682210853182,0.9766,0.412,0.4885,0.2954,0.3214,0.0447,0.227,0.0382
180,pol,nld,61.59,19,11,0.214005017,19452,2827,6.880792359391581,0.133302703,0.3456103679999999,0.3773617027650814,0.9047,0.4483,0.5301,0.0564,0.4986,0.0466,0.1031,0.0385
181,pol,por,62.64,14,16,0.206772575,19763,2827,6.990802971347718,0.095460698,0.3456103679999999,0.5238733954921575,0.9139,0.3492,0.4337,0.077,0.0171,0.1016,0.2489,0.0832
182,pol,lat,51.48,25,5,0.0089046819999999,17140,2827,6.062964273081005,0.158874645,0.3456103679999999,0.2919317227140526,0.8718,0.4402,0.4995,0.188,0.0082,0.0599,0.2612,0.0493
183,pol,fra,66.09,11,19,0.194941472,16032,2827,5.671029359745313,0.118520741,0.3456103679999999,0.43173878902491,0.9176,0.5356,0.6351,0.8489,0.6071,0.063,0.4793,0.0519
184,pol,deu,63.52,13,17,0.19527592,14613,2827,5.169083834453485,0.187631727,0.3456103679999999,0.2089407850521638,0.8831,0.451,0.5095,0.8181,0.6073,0.0282,0.4394,0.0232
185,pol,hin,36.22,28,2,0.098285953,14963,2827,5.292889989388044,0.060393443,0.3456103679999999,0.681046964789747,0.8919,0.4489,0.4713,0.8198,0.4994,0.2847,0.3839,0.2239
186,pol,cat,65.89,12,18,0.213210702,14832,2827,5.246551114255395,0.074013319,0.3456103679999999,0.6175563175091049,0.9097,0.4261,0.5031,0.1156,0.4986,0.0797,0.2535,0.0655
187,pol,ita,67.77,9,21,0.217725753,13685,2827,4.840820657941281,0.102554534,0.3456103679999999,0.4945823054697233,0.9047,0.3906,0.4438,0.0793,0.0183,0.0537,0.4772,0.0443
188,pol,eng,62.22,16,14,0.233110368,14545,2827,5.145030067209055,0.0961556319999999,0.3456103679999999,0.5209667216980977,0.9047,0.4709,0.5524,0.2966,0.752,0.0666,0.4412,0.0549
189,pol,fin,55.01,23,7,0.1947742469999999,13581,2827,4.804032543332154,0.302519355,0.3456103679999999,0.0155453277399957,1.0,0.4058,0.4641,0.2966,0.499,0.0745,0.2235,0.0612
190,pol,bul,72.65,7,23,0.180351171,10022,2827,3.545100813583304,0.201446082,0.3456103679999999,0.1739970342567232,0.631,0.3751,0.4105,0.0778,0.0098,0.0528,0.3131,0.0436
191,pol,slv,77.18,3,27,0.280267559,9290,2827,3.2861690838344533,0.237767323,0.3456103679999999,0.0973667690360263,0.5903,0.3488,0.485,0.0715,0.4991,0.0341,0.4324,0.0281
192,pol,slk,79.09,2,28,0.293060201,9543,2827,3.375663247258578,0.261917468,0.3456103679999999,0.0586413160555345,0.4097,0.3936,0.4273,0.1894,0.209,0.0183,0.4743,0.0151
193,pol,ron,70.89,8,22,0.2005852839999999,8795,2827,3.111071807569862,0.167303215,0.3456103679999999,0.2661730043626791,0.8989,0.472,0.4948,0.0391,0.4991,0.0365,0.4318,0.0301
194,pol,hrv,75.01,5,25,0.2691471569999999,7832,2827,2.7704280155642023,0.216688845,0.3456103679999999,0.1391481157632476,0.6614,0.5016,0.5229,0.1282,0.0259,0.0375,0.2478,0.031
195,pol,ara,53.45,24,6,0.130894649,6984,2827,2.4704633887513263,0.1033986809999999,0.3456103679999999,0.4911528451567392,1.0,0.6207,0.6378,0.3974,0.2895,1.0,0.4321,0.1368
196,pol,lav,60.52,20,10,0.197115385,6475,2827,2.2904138662893527,0.268650981,0.3456103679999999,0.0495849265984989,0.6545,0.4333,0.494,0.2966,0.3213,0.0332,0.2228,0.0275
197,pol,heb,49.9,26,4,0.167725753,5725,2827,2.025114962858153,0.117344567,0.3456103679999999,0.4362226131343624,1.0,0.4794,0.5792,0.8041,0.4991,0.1332,0.2757,0.1085
198,pol,ukr,74.05,6,24,0.1779682269999999,5090,2827,1.8004952246197383,0.31926283,0.3456103679999999,0.0058117450476138,0.5903,0.3677,0.4508,0.0125,0.0122,0.0289999999999999,0.2848,0.0239
199,pol,ind,58.23,22,8,0.192683946,5036,2827,1.781393703572692,0.197096308,0.3456103679999999,0.1846552316729802,1.0,0.4631,0.537,0.5165,0.4993,0.5357,0.2074,0.3846
200,pol,dan,60.26,21,9,0.20020903,4947,2827,1.7499115670321896,0.203165045,0.3456103679999999,0.16987241608758,0.8831,0.4962,0.5666,0.2604,0.3797,0.035,0.4445,0.0289
201,pol,swe,61.7,18,12,0.1929765889999999,4807,2827,1.7003891050583655,0.193727962,0.3456103679999999,0.1931262962118644,0.8831,0.5123,0.6031,0.0148,0.6068,0.0444,0.2435,0.0366
202,pol,zho,43.48,27,3,0.155769231,4497,2827,1.59073222497347,0.178585916,0.3456103679999999,0.233553610896489,1.0,0.5026,0.6237,0.848,0.4994,1.0,0.0834,0.2726
203,nld,ces,54.75,18,12,0.189019539,114304,1472,77.65217391304348,0.091965586,0.241269561,0.3829461191684078,0.9131,0.4809,0.5305,0.0213,0.4987,0.0373,0.3958,0.0308
204,nld,rus,62.81,5,25,0.140394306,55398,1472,37.63451086956522,0.123916395,0.241269561,0.2365835549678011,0.8934,0.4839,0.5218,0.2402,0.4984,0.2171,0.248,0.1739
205,nld,nor,65.65,2,28,0.28494386,34170,1472,23.213315217391305,0.106159434,0.241269561,0.3135961602435038,0.7048,0.3635,0.4699,0.0461,0.7941,0.047,0.228,0.0389
206,nld,spa,62.94,4,26,0.276368137,31546,1472,21.43070652173913,0.0791871859999999,0.241269561,0.451301228375134,0.9386,0.4862,0.5276,0.4606,0.6652,0.0683,0.5082,0.0563
207,nld,kor,26.52,29,1,0.1249668459999999,30426,1472,20.66983695652174,0.294432976,0.241269561,0.0485535146749976,1.0,0.6271,0.6555,0.2402,0.0174,0.4315,0.3405,0.3235
208,nld,est,48.89,21,9,0.153788348,23460,1472,15.9375,0.221928097,0.241269561,0.0064264867949053,0.9687,0.4325,0.5077,0.3076,0.5502,0.0693,0.1319,0.0608
209,nld,pol,53.32,19,11,0.1170983999999999,22646,1472,15.384510869565217,0.223329008,0.241269561,0.0055292545404892,0.9047,0.4483,0.5301,0.0564,0.4986,0.0466,0.1031,0.0385
210,nld,por,60.57,10,20,0.256918044,19763,1472,13.425951086956522,0.095460698,0.241269561,0.3652269182858502,0.9359,0.4031,0.4562,0.0206,0.4983,0.0653,0.2561,0.0538
211,nld,lat,42.43,23,7,0.094863407,17140,1472,11.644021739130435,0.158874645,0.241269561,0.1166261025995907,0.9047,0.5073,0.5459,0.1317,0.4985,0.0627,0.3377,0.0517
212,nld,fra,63.1,3,27,0.267615595,16032,1472,10.891304347826088,0.118520741,0.241269561,0.258838922810029,0.9386,0.3943,0.4636,0.8427,0.3913,0.0247,0.5065,0.0203
213,nld,deu,66.82,1,29,0.233401114,14613,1472,9.927309782608695,0.187631727,0.241269561,0.0494239436458486,0.5236,0.3675,0.4299,0.8105,0.3915,0.0323,0.4576,0.0268
214,nld,hin,32.21,27,3,0.118557157,14963,1472,10.16508152173913,0.060393443,0.241269561,0.5620272708614572,0.9196,0.4829,0.5832,0.8123,0.6656,0.3313,0.4001,0.257
215,nld,cat,62.09,6,24,0.2888338789999999,14832,1472,10.076086956521738,0.074013319,0.241269561,0.4805732589388305,0.9328,0.3765,0.4367,0.0592,0.6645,0.0564,0.2501,0.0466
216,nld,ita,61.96,7,23,0.187870215,13685,1472,9.296875,0.102554534,0.241269561,0.3305536473093956,0.9291,0.4397,0.467,0.023,0.4983,0.0574,0.4827,0.0473
217,nld,eng,59.88,11,19,0.206613032,14545,1472,9.881114130434783,0.0961556319999999,0.241269561,0.3617538266736734,0.7068,0.3361,0.469,0.2402,0.8264,0.021,0.4655,0.0174
218,nld,fin,38.17,26,4,0.1559101759999999,13581,1472,9.226222826086955,0.302519355,0.241269561,0.0644472212536734,1.0,0.5148,0.5372,0.2402,0.0111,0.0919,0.1309,0.0754
219,nld,bul,59.18,16,14,0.122668199,10022,1472,6.808423913043479,0.201446082,0.241269561,0.0272441540369483,0.9131,0.4536,0.4951,0.1342,0.4986,0.0886,0.3402,0.0727
220,nld,slv,59.34,15,15,0.165635222,9290,1472,6.311141304347826,0.237767323,0.241269561,0.0002107105321023,0.9047,0.3855,0.4988,0.0152,0.6653,0.0477,0.4628,0.0394
221,nld,slk,51.54,20,10,0.10259924,9543,1472,6.483016304347826,0.261917468,0.241269561,0.0073239775245166,0.9047,0.3868,0.4664,0.2198,0.5102,0.0525,0.4762,0.0433
222,nld,ron,59.5,13,17,0.2288922289999999,8795,1472,5.974864130434782,0.167303215,0.241269561,0.093986020519904,0.9248,0.4788,0.5165,0.0954,0.6653,0.0761,0.4614,0.0626
223,nld,hrv,59.44,14,16,0.1529484569999999,7832,1472,5.320652173913044,0.216688845,0.241269561,0.0103796806104846,0.9196,0.4728,0.5229,0.1845,0.4999,0.0574,0.168,0.0474
224,nld,ara,32.16,28,2,0.104809477,6984,1472,4.744565217391305,0.1033986809999999,0.241269561,0.3265427359805373,1.0,0.6381,0.6777,0.402,0.5611,1.0,0.4618,0.1673
225,nld,lav,56.87,17,13,0.127663337,6475,1472,4.398777173913044,0.268650981,0.241269561,0.0128797331689504,0.8767,0.4531,0.5306,0.2402,0.5502,0.0676,0.1469,0.0558
226,nld,heb,41.96,24,6,0.125232075,5725,1472,3.889266304347826,0.117344567,0.241269561,0.2638230550393133,1.0,0.4773,0.5663,0.7959,0.6652,0.1682,0.3137,0.1362
227,nld,ukr,59.52,12,18,0.129652551,5090,1472,3.457880434782609,0.31926283,0.241269561,0.1044982889488551,0.9047,0.4291,0.4943,0.0688,0.4983,0.0721,0.3135,0.0593
228,nld,ind,45.42,22,8,0.163115551,5036,1472,3.421195652173913,0.197096308,0.241269561,0.0335207477091608,1.0,0.4698,0.548,0.5728,0.6655,0.5823,0.1106,0.4091
229,nld,dan,61.43,8,22,0.217222173,4947,1472,3.360733695652174,0.203165045,0.241269561,0.0249429508688513,0.7323,0.3209,0.4357,0.2457,0.561,0.0215,0.4756,0.0178
230,nld,swe,61.29,9,21,0.200070728,4807,1472,3.265625,0.193727962,0.241269561,0.0388277747181815,0.7323,0.3184,0.3382,0.0416,0.391,0.0578,0.246,0.0477
231,nld,zho,39.7,25,5,0.130934489,4497,1472,3.0550271739130435,0.178585916,0.241269561,0.0674999446597657,1.0,0.5785,0.6247,0.8417,0.6656,1.0,0.16,0.2974
232,por,ces,56.4,20,10,0.299517951,114304,1681,67.99762046400951,0.091965586,0.234453318,0.3693534678962779,0.9214,0.4536,0.4428,0.0007,0.0178,0.0859,0.1826,0.0706
233,por,rus,64.66,11,19,0.145046406,55398,1681,32.955383700178466,0.123916395,0.234453318,0.2222808124432115,0.9037,0.5191,0.5067,0.2196,0.01,0.2778,0.0148,0.219
234,por,nor,66.28,7,23,0.230400269,34170,1681,20.32718619869125,0.106159434,0.234453318,0.2994326404224219,0.9139,0.3897,0.4804,0.0667,0.7041,0.1109,0.2155,0.0907
235,por,spa,76.78,1,29,0.57409406,31546,1681,18.76621058893516,0.0791871859999999,0.234453318,0.4385717980764162,0.1864,0.3611,0.4187,0.471,0.4991,0.0156,0.3858,0.0129
236,por,kor,22.55,29,1,0.132791328,30426,1681,18.09994051160024,0.294432976,0.234453318,0.0654478227778703,1.0,0.6603,0.7008,0.2196,0.4995,0.4962,0.4298,0.3625
237,por,est,44.63,24,6,0.154135789,23460,1681,13.955978584176084,0.221928097,0.234453318,0.0028540266780772,0.9654,0.3694,0.4806,0.3143,0.3216,0.1341,0.2962,0.1126
238,por,pol,47.94,22,8,0.166846536,22646,1681,13.471743010113029,0.223329008,0.234453318,0.0022513001434927,0.9139,0.3492,0.4337,0.077,0.0171,0.1016,0.2489,0.0832
239,por,nld,65.74,9,21,0.252943857,19452,1681,11.571683521713268,0.133302703,0.234453318,0.186133390687975,0.9359,0.4031,0.4562,0.0206,0.4983,0.0653,0.2561,0.0538
240,por,lat,43.7,25,5,0.093316066,17140,1681,10.196311719214751,0.158874645,0.234453318,0.1039167984436046,0.529,0.478,0.4577,0.1111,0.0114,0.0686,0.3764,0.0564
241,por,fra,75.88,2,28,0.34765091,16032,1681,9.53718024985128,0.118520741,0.234453318,0.2445108935457341,0.427,0.4088,0.4825,0.8407,0.607,0.0411,0.3832,0.0339
242,por,deu,64.01,12,18,0.179365422,14613,1681,8.693039857227841,0.187631727,0.234453318,0.0398822422703756,0.9214,0.4266,0.4967,0.8081,0.6074,0.0745,0.2761,0.0613
243,por,hin,30.37,27,3,0.1057390219999999,14963,1681,8.901249256395003,0.060393443,0.234453318,0.5511687270697662,0.9273,0.5052,0.5605,0.8099,0.4997,0.3738,0.1869,0.286
244,por,cat,72.99,4,26,0.420869607,14832,1681,8.823319452706722,0.074013319,0.234453318,0.4682874669223663,0.195,0.2311,0.2519,0.0386,0.4981,0.0313,0.0271,0.0259
245,por,ita,74.55,3,27,0.3133079119999999,13685,1681,8.14098750743605,0.102554534,0.234453318,0.3164964308924257,0.5032,0.2409,0.2345,0.0024,0.0018,0.069,0.3263,0.0568
246,por,eng,68.22,6,24,0.234333405,14545,1681,8.65258774538965,0.0961556319999999,0.234453318,0.3479501760119854,0.9359,0.3797,0.4802,0.2196,0.752,0.0621,0.2917,0.0512
247,por,fin,29.35,28,2,0.158140873,13581,1681,8.079119571683522,0.302519355,0.234453318,0.0842845872494934,1.0,0.3819,0.4563,0.2196,0.499,0.1571,0.3179,0.1275
248,por,bul,66.18,8,22,0.135045687,10022,1681,5.96192742415229,0.201446082,0.234453318,0.01982008671231,0.9214,0.3512,0.4052,0.1548,0.0157,0.119,0.1133,0.0972
249,por,slv,61.97,13,17,0.167494064,9290,1681,5.526472337894111,0.237767323,0.234453318,0.0001997991112604,0.9139,0.3731,0.4242,0.0054,0.4993,0.0789,0.2917,0.0649
250,por,slk,56.99,19,11,0.170515864,9543,1681,5.676977989292088,0.261917468,0.234453318,0.0137220677178468,0.9139,0.367,0.4415,0.2333,0.21,0.0963,0.3172,0.079
251,por,ron,69.52,5,25,0.351392186,8795,1681,5.232004759071981,0.167303215,0.234453318,0.0820314899448396,0.5582,0.3807,0.4293,0.116,0.4992,0.115,0.2885,0.094
252,por,hrv,58.04,17,13,0.19020553,7832,1681,4.659131469363474,0.216688845,0.234453318,0.0057410574120414,0.9273,0.4554,0.5028,0.2051,0.0397,0.0861,0.2235,0.0707
253,por,ara,47.43,23,7,0.084370578,6984,1681,4.154669839381321,0.1033986809999999,0.234453318,0.3124582651502401,1.0,0.5496,0.5992,0.4054,0.2907,1.0,0.2893,0.1826
254,por,lav,56.0,21,9,0.137204115,6475,1681,3.851873884592505,0.268650981,0.234453318,0.0212755154124792,0.8886,0.3851,0.4459,0.2196,0.3216,0.1301,0.3578,0.1062
255,por,heb,57.59,18,12,0.13243159,5725,1681,3.405710886377157,0.117344567,0.234453318,0.2494973468306835,1.0,0.4095,0.5044,0.7933,0.4991,0.1833,0.1053,0.1479
256,por,ukr,61.14,15,15,0.137707749,5090,1681,3.027959547888162,0.31926283,0.234453318,0.1308507938994225,0.9139,0.406,0.3933,0.0894,0.005,0.1164,0.0863,0.0951
257,por,ind,61.01,16,14,0.16368084,5036,1681,2.9958358120166566,0.197096308,0.234453318,0.0253881731010627,1.0,0.4595,0.5353,0.5934,0.4995,0.6254,0.2846,0.4299
258,por,dan,64.76,10,20,0.166750606,4947,1681,2.942891136228436,0.203165045,0.234453318,0.0178094463291403,0.9214,0.3699,0.3963,0.2432,0.3792,0.0867,0.3164,0.0711
259,por,swe,61.47,14,16,0.14734873,4807,1681,2.8596073765615704,0.193727962,0.234453318,0.0301728971353833,0.9214,0.4016,0.4668,0.0622,0.6065,0.1231,0.0153,0.1005
260,por,zho,38.79,26,4,0.12638799,4497,1681,2.6751933372992265,0.178585916,0.234453318,0.0567811501298797,1.0,0.5265,0.5928,0.8397,0.4998,1.0,0.3099,0.3376
261,lat,ces,34.87,17,13,0.071251153,114304,1260,90.71746031746032,0.091965586,0.365410546,0.5599866733266483,0.8831,0.4689,0.4349,0.1104,0.0066,0.0454,0.3782,0.0375
262,lat,rus,35.8,9,21,0.001845149,55398,1260,43.96666666666667,0.123916395,0.365410546,0.436768268125641,0.8564,0.4241,0.4246,0.1085,0.0054,0.2255,0.3676,0.1802
263,lat,nor,35.52,11,19,0.116315379,34170,1260,27.11904761904762,0.106159434,0.365410546,0.503360464001041,0.8718,0.4984,0.5501,0.1777,0.7041,0.1009,0.4704,0.0826
264,lat,spa,36.14,7,23,0.097438081,31546,1260,25.03650793650793,0.0791871859999999,0.365410546,0.6135472258597676,0.5533,0.4563,0.4919,0.5352,0.499,0.0573,0.3654,0.0472
265,lat,kor,10.18,29,1,0.000567738,30426,1260,24.14761904761905,0.294432976,0.365410546,0.0377294173846647,1.0,0.5654,0.6026,0.1085,0.4993,0.4515,0.1005,0.3358
266,lat,est,32.05,22,8,0.07969626,23460,1260,18.61904761904762,0.221928097,0.365410546,0.1541826149229524,0.9766,0.5388,0.5418,0.3672,0.3214,0.1043,0.4197,0.0869
267,lat,pol,37.2,4,26,0.016251508,22646,1260,17.97301587301587,0.223329008,0.365410546,0.1511865458071628,0.8718,0.4402,0.4995,0.188,0.0082,0.0599,0.2612,0.0493
268,lat,nld,33.02,21,9,0.0630189479999999,19452,1260,15.438095238095238,0.133302703,0.365410546,0.4034757865024531,0.9047,0.5073,0.5459,0.1317,0.4985,0.0627,0.3377,0.0517
269,lat,por,36.86,5,25,0.088638138,19763,1260,15.684920634920635,0.095460698,0.365410546,0.5457629129513049,0.529,0.478,0.4577,0.1111,0.0114,0.0686,0.3764,0.0564
270,lat,fra,35.25,14,16,0.167340856,16032,1260,12.723809523809525,0.118520741,0.365410546,0.4565035496683721,0.5533,0.6035,0.6212,0.833,0.607,0.0532,0.3602,0.0438
271,lat,deu,35.55,10,20,0.0549286779999999,14613,1260,11.597619047619048,0.187631727,0.365410546,0.2366997935652907,0.8831,0.4505,0.5066,0.7988,0.6073,0.0375,0.3981,0.0309
272,lat,hin,23.4,27,3,0.0,14963,1260,11.875396825396823,0.060393443,0.365410546,0.696764843310528,0.8919,0.4243,0.498,0.8007,0.4994,0.3061,0.3964,0.2392
273,lat,cat,35.35,13,17,0.084380101,14832,1260,11.771428571428572,0.074013319,0.365410546,0.6359290649724375,0.5,0.46,0.4715,0.0725,0.4984,0.0374,0.3922,0.031
274,lat,ita,37.74,3,27,0.143070045,13685,1260,10.86111111111111,0.102554534,0.365410546,0.5174562950757358,0.4646,0.4415,0.4401,0.1087,0.012,0.0064,0.4314,0.0053
275,lat,eng,34.38,18,12,0.057696402,14545,1260,11.543650793650794,0.0961556319999999,0.365410546,0.5429566063049449,0.9047,0.5403,0.5881,0.1085,0.7521,0.0794,0.3801,0.0653
276,lat,fin,30.86,24,6,0.031154638,13581,1260,10.778571428571428,0.302519355,0.365410546,0.0296222118806252,1.0,0.4559,0.462,0.1085,0.499,0.1336,0.4084,0.1088
277,lat,bul,36.48,6,24,0.000141935,10022,1260,7.953968253968254,0.201446082,0.365410546,0.2013433604770541,0.8831,0.3833,0.4167,0.2658,0.0049,0.0521,0.358,0.0429
278,lat,slv,39.77,1,29,0.074089845,9290,1260,7.373015873015873,0.237767323,0.365410546,0.1220206597337923,0.8718,0.4172,0.4375,0.1165,0.4992,0.0259,0.3607,0.0214
279,lat,slk,35.43,12,18,0.015541835,9543,1260,7.5738095238095235,0.261917468,0.365410546,0.0802158985385471,0.8718,0.4051,0.4478,0.3188,0.2091,0.0444,0.4404,0.0366
